id,SCOREMARGIN,Unnamed: 0,action_type,defender_distance,defender_id,defender_name,defender_x_loc,defender_y_loc,event_type,game_date,game_event_id,game_id,grid_type,homeTeam,htm,loc_x,loc_y,minutes_remaining,period,player_id,player_name,season_type,seconds_remaining,shot_attempted_flag,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,time,vtm
75,6,90,Running Pull-Up Jump Shot,9.819215601299316,200755.0,JJ Redick,64.92174,40.23985,Missed Shot,20151104,289,21500069,Shot Chart Detail,1.0,GSW,66,30,10,3,201939,Stephen Curry,Regular,39,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500069:3:10:39,LAC
76,7,91,Jump Shot,9.444451831445798,201933.0,Blake Griffin,49.75008,41.70384,Missed Shot,20151104,316,21500069,Shot Chart Detail,1.0,GSW,41,36,7,3,201939,Stephen Curry,Regular,49,1,30,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500069:3:7:49,LAC
77,7,92,Layup Shot,1.4221846002892944,201599.0,DeAndre Jordan,97.09492,20.23951,Missed Shot,20151104,331,21500069,Shot Chart Detail,1.0,GSW,95,19,6,3,201939,Stephen Curry,Regular,56,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500069:3:6:56,LAC
78,4,93,Jump Shot,24.097070944743468,203085.0,Austin Rivers,70.80573,15.9761,Missed Shot,20151104,361,21500069,Shot Chart Detail,1.0,GSW,47,10,3,3,201939,Stephen Curry,Regular,38,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500069:3:3:38,LAC
79,4,94,Jump Shot,14.038668906082233,201933.0,Blake Griffin,69.00345,22.4164,Missed Shot,20151104,367,21500069,Shot Chart Detail,1.0,GSW,57,30,3,3,201939,Stephen Curry,Regular,0,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500069:3:3:00,LAC
80,2,95,Jump Shot,15.330338535182456,202362.0,Lance Stephenson,34.88547,38.43512,Missed Shot,20151104,370,21500069,Shot Chart Detail,1.0,GSW,49,44,2,3,201939,Stephen Curry,Regular,35,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500069:3:2:35,LAC
81,1,96,Step Back Jump shot,0.0607633853566433,201599.0,DeAndre Jordan,49.06559,9.54846,Made Shot,20151104,472,21500069,Shot Chart Detail,1.0,GSW,49,9,5,4,201939,Stephen Curry,Regular,32,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500069:4:5:32,LAC
82,4,97,Jump Shot,1.1988902923954305,101108.0,Chris Paul,74.47301,27.28519,Made Shot,20151104,478,21500069,Shot Chart Detail,1.0,GSW,73,27,4,4,201939,Stephen Curry,Regular,56,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500069:4:4:56,LAC
83,2,98,Running Jump Shot,1.8160976026909972,101108.0,Chris Paul,65.83213,32.72773,Missed Shot,20151104,495,21500069,Shot Chart Detail,1.0,GSW,67,33,3,4,201939,Stephen Curry,Regular,34,1,16,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500069:4:3:34,LAC
84,2,99,Jump Shot,7.032571623303955,201599.0,DeAndre Jordan,85.44655,6.75195,Made Shot,20151104,508,21500069,Shot Chart Detail,1.0,GSW,80,2,2,4,201939,Stephen Curry,Regular,36,1,22,1,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500069:4:2:36,LAC
85,2,100,Running Jump Shot,1.35005935173236,201599.0,DeAndre Jordan,60.53117,17.23713,Made Shot,20151104,523,21500069,Shot Chart Detail,1.0,GSW,61,16,1,4,201939,Stephen Curry,Regular,8,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500069:4:1:08,LAC
86,10,101,Jump Shot,13.11678515500273,203914.0,Gary Harris,30.61563,6.82058,Missed Shot,20151106,36,21500083,Shot Chart Detail,1.0,GSW,37,18,8,1,201939,Stephen Curry,Regular,17,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:1:8:17,DEN
87,8,102,Layup Shot,20.226466767987436,201568.0,Danilo Gallinari,15.78912,32.471,Missed Shot,20151106,48,21500083,Shot Chart Detail,1.0,GSW,29,47,6,1,201939,Stephen Curry,Regular,16,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500083:1:6:16,DEN
88,12,103,Pullup Jump shot,7.2895021697301114,203914.0,Gary Harris,25.83348,9.04096,Made Shot,20151106,58,21500083,Shot Chart Detail,1.0,GSW,21,3,5,1,201939,Stephen Curry,Regular,37,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:1:5:37,DEN
89,9,104,Jump Shot,5.378553151443239,203914.0,Gary Harris,15.86123,5.84652,Missed Shot,20151106,60,21500083,Shot Chart Detail,1.0,GSW,15,0,5,1,201939,Stephen Curry,Regular,12,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:1:5:12,DEN
90,12,105,Jump Shot,19.84402849079037,203115.0,Will Barton,46.34021,3.99034,Made Shot,20151106,73,21500083,Shot Chart Detail,1.0,GSW,47,23,4,1,201939,Stephen Curry,Regular,8,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:1:4:08,DEN
91,16,106,Jump Shot,9.714973685625708,201568.0,Danilo Gallinari,33.48586,33.13189,Made Shot,20151106,93,21500083,Shot Chart Detail,1.0,GSW,42,35,2,1,201939,Stephen Curry,Regular,54,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:1:2:54,DEN
92,14,107,Jump Shot,5.720677562142444,2749.0,Jameer Nelson,29.276,18.81568,Missed Shot,20151106,105,21500083,Shot Chart Detail,1.0,GSW,34,21,1,1,201939,Stephen Curry,Regular,54,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500083:1:1:54,DEN
93,15,108,Jump Shot,8.01974787385489,201581.0,JJ Hickson,49.46398,18.69822,Missed Shot,20151106,118,21500083,Shot Chart Detail,1.0,GSW,45,25,1,1,201939,Stephen Curry,Regular,16,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500083:1:1:16,DEN
94,17,109,Pullup Jump shot,8.524742179074979,203914.0,Gary Harris,77.70572,3.97123,Made Shot,20151106,132,21500083,Shot Chart Detail,1.0,GSW,73,11,0,1,201939,Stephen Curry,Regular,6,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:1:0:06,DEN
95,17,110,Jump Shot,2.7286825016113534,2034.0,Mike Miller,38.7477,43.03511,Missed Shot,20151106,135,21500083,Shot Chart Detail,1.0,GSW,37,45,0,1,201939,Stephen Curry,Regular,0,1,48,0,3PT Field Goal,Back Court(BC),Backcourt,Back Court Shot,1610612744,Golden State Warriors,0021500083:1:0:00,DEN
96,30,111,Running Layup Shot,3.9740761057760325,202702.0,Kenneth Faried,26.63774,19.23978,Made Shot,20151106,245,21500083,Shot Chart Detail,1.0,GSW,28,16,3,2,201939,Stephen Curry,Regular,13,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500083:2:3:13,DEN
97,29,112,Pullup Jump shot,5.764473785264358,203914.0,Gary Harris,36.9132,11.40241,Made Shot,20151106,275,21500083,Shot Chart Detail,1.0,GSW,39,6,1,2,201939,Stephen Curry,Regular,6,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:2:1:06,DEN
98,30,113,Turnaround Jump Shot,4.9051370497571245,203115.0,Will Barton,61.82944,40.54834,Made Shot,20151106,280,21500083,Shot Chart Detail,1.0,GSW,66,38,0,2,201939,Stephen Curry,Regular,25,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:2:0:25,DEN
99,23,114,Jump Shot,28.636293894142447,1626144.0,Emmanuel Mudiay,73.93944,7.58455,Missed Shot,20151106,294,21500083,Shot Chart Detail,1.0,GSW,45,8,10,3,201939,Stephen Curry,Regular,43,1,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:3:10:43,DEN
100,21,115,Jump Shot,6.721572647267901,1626144.0,Emmanuel Mudiay,85.75887,41.90127,Missed Shot,20151106,342,21500083,Shot Chart Detail,1.0,GSW,89,47,6,3,201939,Stephen Curry,Regular,3,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500083:3:6:03,DEN
101,24,116,Step Back Jump shot,4.843516634894525,202702.0,Kenneth Faried,54.37164,28.79319,Made Shot,20151106,344,21500083,Shot Chart Detail,1.0,GSW,51,32,5,3,201939,Stephen Curry,Regular,58,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500083:3:5:58,DEN
102,22,117,Pullup Jump shot,5.686811544908095,201568.0,Danilo Gallinari,82.1091,0.20906,Missed Shot,20151106,351,21500083,Shot Chart Detail,1.0,GSW,82,5,4,3,201939,Stephen Curry,Regular,57,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500083:3:4:57,DEN
103,18,118,Floating Jump shot,12.443825115084191,203115.0,Will Barton,64.9659,35.51136,Made Shot,20151106,363,21500083,Shot Chart Detail,1.0,GSW,67,23,3,3,201939,Stephen Curry,Regular,23,1,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500083:3:3:23,DEN
104,21,119,Pullup Jump shot,9.766559571133532,203999.0,Nikola Jokic,87.18779,16.62304,Made Shot,20151106,367,21500083,Shot Chart Detail,1.0,GSW,85,7,3,3,201939,Stephen Curry,Regular,1,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:3:3:01,DEN
105,21,120,Driving Reverse Layup Shot,16.55203448520151,1626144.0,Emmanuel Mudiay,69.93279,26.07913,Made Shot,20151106,370,21500083,Shot Chart Detail,1.0,GSW,62,41,2,3,201939,Stephen Curry,Regular,28,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500083:3:2:28,DEN
106,25,121,Driving Layup Shot,9.868681806816953,200751.0,Randy Foye,19.89423,46.84153,Made Shot,20151106,389,21500083,Shot Chart Detail,1.0,GSW,25,38,0,3,201939,Stephen Curry,Regular,42,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500083:3:0:42,DEN
107,13,122,Step Back Jump shot,13.684086559474842,201589.0,Darrell Arthur,61.16987,22.48254,Missed Shot,20151106,493,21500083,Shot Chart Detail,1.0,GSW,53,33,3,4,201939,Stephen Curry,Regular,55,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500083:4:3:55,DEN
108,3,123,Jump Shot,13.589822564404587,203112.0,Quincy Acy,41.1904,25.0917,Missed Shot,20151107,28,21500092,Shot Chart Detail,0.0,SAC,49,35,8,1,201939,Stephen Curry,Regular,45,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500092:1:8:45,GSW
109,1,124,Jump Shot,18.41273543030747,200765.0,Rajon Rondo,17.5698,22.34237,Missed Shot,20151107,62,21500092,Shot Chart Detail,0.0,SAC,35,25,5,1,201939,Stephen Curry,Regular,56,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500092:1:5:56,GSW
110,TIE,125,Layup Shot,11.30145882150176,200765.0,Rajon Rondo,13.37827,23.38705,Made Shot,20151107,99,21500092,Shot Chart Detail,0.0,SAC,24,20,3,1,201939,Stephen Curry,Regular,9,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500092:1:3:09,GSW
111,-2,126,Jump Shot,23.837758298640413,200765.0,Rajon Rondo,36.33682,22.16122,Missed Shot,20151107,121,21500092,Shot Chart Detail,0.0,SAC,48,42,1,1,201939,Stephen Curry,Regular,48,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500092:1:1:48,GSW
112,-6,127,Jump Shot,19.0893954731783,200765.0,Rajon Rondo,32.46203,24.82291,Missed Shot,20151107,124,21500092,Shot Chart Detail,0.0,SAC,45,38,0,1,201939,Stephen Curry,Regular,53,1,24,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500092:1:0:53,GSW
113,-8,128,Jump Shot,7.5308709380124155,201585.0,Kosta Koufos,34.92321,9.94999,Missed Shot,20151107,249,21500092,Shot Chart Detail,0.0,SAC,32,17,1,2,201939,Stephen Curry,Regular,57,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500092:2:1:57,GSW
114,-6,129,Jump Shot,13.330231168907018,200765.0,Rajon Rondo,80.52209,11.34242,Made Shot,20151107,295,21500092,Shot Chart Detail,0.0,SAC,68,4,9,3,201939,Stephen Curry,Regular,37,1,22,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500092:3:9:37,GSW
115,-3,130,Floating Jump shot,9.037120464268474,201585.0,Kosta Koufos,58.99376,20.00959,Made Shot,20151107,311,21500092,Shot Chart Detail,0.0,SAC,51,24,7,3,201939,Stephen Curry,Regular,51,1,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500092:3:7:51,GSW
116,-1,131,Jump Shot,16.8886690300568,200765.0,Rajon Rondo,72.86773,42.58309,Missed Shot,20151107,314,21500092,Shot Chart Detail,0.0,SAC,56,45,7,3,201939,Stephen Curry,Regular,21,1,23,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500092:3:7:21,GSW
117,-3,132,Running Layup Shot,13.268636714817392,200765.0,Rajon Rondo,88.68699,25.2503,Made Shot,20151107,329,21500092,Shot Chart Detail,0.0,SAC,98,34,5,3,201939,Stephen Curry,Regular,47,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500092:3:5:47,GSW
118,-3,133,Jump Shot,21.26625765331785,202341.0,James Anderson,63.15383,47.12995,Missed Shot,20151107,333,21500092,Shot Chart Detail,0.0,SAC,84,48,5,3,201939,Stephen Curry,Regular,31,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500092:3:5:31,GSW
119,-3,134,Jump Shot,14.6680903144922,202341.0,James Anderson,83.90955,51.89368,Missed Shot,20151107,337,21500092,Shot Chart Detail,0.0,SAC,71,44,5,3,201939,Stephen Curry,Regular,23,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500092:3:5:23,GSW
120,-9,135,Driving Layup Shot,10.145165999745887,203463.0,Ben McLemore,60.90759,36.1216,Made Shot,20151107,359,21500092,Shot Chart Detail,0.0,SAC,54,28,4,3,201939,Stephen Curry,Regular,9,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500092:3:4:09,GSW
121,-12,136,Running Layup Shot,8.422436305541286,200765.0,Rajon Rondo,89.96044,25.27839,Made Shot,20151107,370,21500092,Shot Chart Detail,0.0,SAC,93,17,3,3,201939,Stephen Curry,Regular,27,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500092:3:3:27,GSW
122,-4,137,Jump Shot,19.61971293813444,200765.0,Rajon Rondo,67.08443,20.36025,Missed Shot,20151107,395,21500092,Shot Chart Detail,0.0,SAC,54,35,0,3,201939,Stephen Curry,Regular,20,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500092:3:0:20,GSW
123,1,138,Running Jump Shot,1.9933589004742742,201956.0,Omri Casspi,89.69579,27.89866,Missed Shot,20151107,467,21500092,Shot Chart Detail,0.0,SAC,89,26,5,4,201939,Stephen Curry,Regular,50,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500092:4:5:50,GSW
124,-2,139,Jump Shot,3.713167002721531,201956.0,Omri Casspi,89.2752,27.99455,Made Shot,20151107,474,21500092,Shot Chart Detail,0.0,SAC,89,24,5,4,201939,Stephen Curry,Regular,43,1,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500092:4:5:43,GSW
125,-9,140,Jump Shot,12.515470461828434,200765.0,Rajon Rondo,28.16534,3.27749,Made Shot,20151107,529,21500092,Shot Chart Detail,0.0,SAC,17,10,0,4,201939,Stephen Curry,Regular,42,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500092:4:0:42,GSW
126,TIE,141,Step Back Jump shot,0.9623898597242189,203083.0,Andre Drummond,41.06963,27.31185,Made Shot,20151109,8,21500104,Shot Chart Detail,1.0,GSW,41,28,10,1,201939,Stephen Curry,Regular,46,1,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500104:1:10:46,DET
127,4,142,Floating Jump shot,3.1385513105412186,203083.0,Andre Drummond,7.01764,31.39904,Missed Shot,20151109,58,21500104,Shot Chart Detail,1.0,GSW,3,31,4,1,201939,Stephen Curry,Regular,18,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500104:1:4:18,DET
128,6,143,Step Back Jump shot,4.494827032990255,101141.0,Ersan Ilyasova,68.63382,30.52034,Missed Shot,20151109,65,21500104,Shot Chart Detail,1.0,GSW,65,27,3,1,201939,Stephen Curry,Regular,44,1,15,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500104:1:3:44,DET
129,5,144,Floating Jump shot,10.81028205948855,2581.0,Steve Blake,20.49729,21.61925,Missed Shot,20151109,86,21500104,Shot Chart Detail,1.0,GSW,31,24,2,1,201939,Stephen Curry,Regular,8,1,12,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500104:1:2:08,DET
130,5,145,Step Back Jump shot,10.99153548445803,201229.0,Anthony Tolliver,26.20517,35.34812,Missed Shot,20151109,93,21500104,Shot Chart Detail,1.0,GSW,37,37,1,1,201939,Stephen Curry,Regular,34,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500104:1:1:34,DET
131,5,146,Pullup Jump shot,4.493482332590168,202694.0,Marcus Morris,25.38632,47.83628,Made Shot,20151109,159,21500104,Shot Chart Detail,1.0,GSW,29,49,7,2,201939,Stephen Curry,Regular,25,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500104:2:7:25,DET
132,6,147,Floating Jump shot,22.50478413640309,203484.0,Kentavious Caldwell-Pope,21.26146,19.9072,Missed Shot,20151109,167,21500104,Shot Chart Detail,1.0,GSW,38,34,6,2,201939,Stephen Curry,Regular,25,1,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500104:2:6:25,DET
133,6,148,Driving Finger Roll Layup Shot,5.254688848152668,202704.0,Reggie Jackson,5.60229,18.03868,Made Shot,20151109,189,21500104,Shot Chart Detail,1.0,GSW,9,14,4,2,201939,Stephen Curry,Regular,44,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500104:2:4:44,DET
134,6,149,Pullup Jump shot,6.2178421239848145,202704.0,Reggie Jackson,0.42174,21.31095,Missed Shot,20151109,192,21500104,Shot Chart Detail,1.0,GSW,-4,18,4,2,201939,Stephen Curry,Regular,8,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500104:2:4:08,DET
135,9,150,Driving Finger Roll Layup Shot,8.63651298175948,203484.0,Kentavious Caldwell-Pope,30.43194,3.77704,Made Shot,20151109,239,21500104,Shot Chart Detail,1.0,GSW,30,12,0,2,201939,Stephen Curry,Regular,7,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500104:2:0:07,DET
136,11,151,Running Jump Shot,3.0162276221963107,203484.0,Kentavious Caldwell-Pope,93.32675,16.71516,Missed Shot,20151109,258,21500104,Shot Chart Detail,1.0,GSW,96,15,10,3,201939,Stephen Curry,Regular,13,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500104:3:10:13,DET
137,11,152,Jump Shot,1.570867616732865,203083.0,Andre Drummond,39.77248,24.41802,Missed Shot,20151109,260,21500104,Shot Chart Detail,1.0,GSW,39,22,10,3,201939,Stephen Curry,Regular,9,1,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500104:3:10:09,DET
138,12,153,Jump Bank Shot,4.495260090473076,203484.0,Kentavious Caldwell-Pope,49.49929,43.02109,Made Shot,20151109,273,21500104,Shot Chart Detail,1.0,GSW,48,38,8,3,201939,Stephen Curry,Regular,40,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500104:3:8:40,DET
139,12,154,Jump Shot,7.814472925552945,203484.0,Kentavious Caldwell-Pope,25.12802,35.13565,Missed Shot,20151109,315,21500104,Shot Chart Detail,1.0,GSW,32,34,4,3,201939,Stephen Curry,Regular,37,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500104:3:4:37,DET
140,6,155,Layup Shot,0.6774393851113212,202694.0,Marcus Morris,87.36111,32.21915,Missed Shot,20151109,350,21500104,Shot Chart Detail,1.0,GSW,87,32,1,3,201939,Stephen Curry,Regular,52,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500104:3:1:52,DET
141,6,156,Jump Shot,3.6848806567377457,1626169.0,Stanley Johnson,88.10562,29.07561,Missed Shot,20151109,356,21500104,Shot Chart Detail,1.0,GSW,88,25,1,3,201939,Stephen Curry,Regular,4,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500104:3:1:04,DET
142,6,157,Driving Layup Shot,11.680300122620993,201229.0,Anthony Tolliver,53.66533,31.99951,Made Shot,20151109,373,21500104,Shot Chart Detail,1.0,GSW,44,39,0,3,201939,Stephen Curry,Regular,15,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500104:3:0:15,DET
143,17,158,Pullup Jump shot,17.682803989178296,203484.0,Kentavious Caldwell-Pope,58.88945,29.05842,Made Shot,20151109,444,21500104,Shot Chart Detail,1.0,GSW,49,14,4,4,201939,Stephen Curry,Regular,1,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500104:4:4:01,DET
144,-4,159,Driving Layup Shot,10.82890656700851,201144.0,Mike Conley,7.23097,14.97706,Made Shot,20151111,9,21500120,Shot Chart Detail,0.0,MEM,-3,16,10,1,201939,Stephen Curry,Regular,37,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500120:1:10:37,GSW
145,-2,160,Step Back Jump shot,12.579302074542927,201144.0,Mike Conley,24.15332,42.09162,Missed Shot,20151111,22,21500120,Shot Chart Detail,0.0,MEM,35,36,9,1,201939,Stephen Curry,Regular,31,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500120:1:9:31,GSW
146,-2,161,Jump Shot,9.515631474715695,2754.0,Tony Allen,17.30008,40.07311,Made Shot,20151111,30,21500120,Shot Chart Detail,0.0,MEM,26,43,8,1,201939,Stephen Curry,Regular,34,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500120:1:8:34,GSW
147,-7,162,Jump Shot,11.686801919165054,203210.0,JaMychal Green,7.44895,37.89074,Missed Shot,20151111,79,21500120,Shot Chart Detail,0.0,MEM,11,48,3,1,201939,Stephen Curry,Regular,42,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500120:1:3:42,GSW
